,order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,quantity,discount,sales_price,profit,year,month
1979,1980,2022-07-18,Same Day,Consumer,United States,Glendale,Arizona,85301,West,Furniture,Chairs,FUR-CH-10004086,4,37.2,892.8,92.79999999999995,2022,7
1980,1981,2023-09-28,Same Day,Consumer,United States,Glendale,Arizona,85301,West,Office Supplies,Storage,OFF-ST-10001228,4,2.0,38.0,-2.0,2023,9
1981,1982,2022-01-17,Second Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Binders,OFF-BI-10004187,2,0.0,0.0,0.0,2022,1
1982,1983,2022-03-27,Standard Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Technology,Phones,TEC-PH-10003811,4,14.4,465.6,35.60000000000002,2022,3
1983,1984,2023-05-22,Second Class,Corporate,United States,Brentwood,California,94513,West,Office Supplies,Appliances,OFF-AP-10000240,6,12.8,307.2,27.19999999999999,2023,5
1984,1985,2022-07-01,Second Class,Corporate,United States,Brentwood,California,94513,West,Furniture,Furnishings,FUR-FU-10001940,3,0.4,19.6,-0.3999999999999986,2022,7
1985,1986,2022-06-16,Second Class,Corporate,United States,Brentwood,California,94513,West,Office Supplies,Paper,OFF-PA-10000575,4,0.6,29.4,-0.6000000000000014,2022,6
1986,1987,2023-10-20,First Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Copiers,TEC-CO-10001449,4,72.0,1368.0,168.0,2023,10
1987,1988,2022-04-14,Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Binders,OFF-BI-10002393,3,0.6,19.4,-0.6000000000000014,2022,4
1988,1989,2023-02-09,Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Furniture,Tables,FUR-TA-10002855,7,51.0,969.0,99.0,2023,2
1989,1990,2022-01-29,Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Envelopes,OFF-EN-10000781,3,1.2,28.8,-1.1999999999999993,2022,1
1990,1991,2022-04-17,Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Paper,OFF-PA-10002160,3,1.0,19.0,-1.0,2022,4
1991,1992,2023-07-16,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,OFF-BI-10004970,4,0.0,0.0,0.0,2023,7
1992,1993,2022-11-04,Standard Class,Home Office,United States,Springfield,Oregon,97477,West,Office Supplies,Labels,OFF-LA-10003923,6,1.4,68.6,8.599999999999994,2022,11
1993,1994,2023-11-05,Standard Class,Home Office,United States,Springfield,Oregon,97477,West,Office Supplies,Art,OFF-AR-10002257,2,0.3,9.7,-0.3000000000000007,2023,11
1994,1995,2022-11-22,Standard Class,Home Office,United States,Springfield,Oregon,97477,West,Office Supplies,Fasteners,OFF-FA-10004395,3,0.4,9.6,-0.40000000000000036,2022,11
1995,1996,2023-01-25,Second Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Appliances,OFF-AP-10002534,5,8.7,281.3,21.30000000000001,2023,1
1996,1997,2022-08-03,Second Class,Consumer,United States,Houston,Texas,77036,Central,Furniture,Furnishings,FUR-FU-10004020,4,0.3,9.7,-0.3000000000000007,2022,8
1997,1998,2023-05-27,First Class,Corporate,United States,Chesapeake,Virginia,23320,South,Office Supplies,Labels,OFF-LA-10002787,4,1.0,19.0,-1.0,2023,5
1998,1999,2022-09-06,First Class,Corporate,United States,Chesapeake,Virginia,23320,South,Technology,Phones,TEC-PH-10003645,1,3.2,156.8,16.80000000000001,2022,9
1999,2000,2023-04-17,First Class,Corporate,United States,Chesapeake,Virginia,23320,South,Technology,Phones,TEC-PH-10001615,5,4.2,135.8,25.80000000000001,2023,4
2000,2001,2023-12-20,Standard Class,Consumer,United States,Pasadena,California,91104,West,Technology,Accessories,TEC-AC-10001767,5,4.0,196.0,26.0,2023,12
2001,2002,2022-10-29,Standard Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Art,OFF-AR-10001221,7,1.2,38.8,8.799999999999997,2022,10
2002,2003,2022-07-16,Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Storage,OFF-ST-10000563,3,3.0,97.0,-3.0,2022,7
2003,2004,2022-09-11,Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,Chairs,FUR-CH-10001146,5,15.0,285.0,-5.0,2022,9
2004,2005,2023-07-02,Standard Class,Home Office,United States,Lubbock,Texas,79424,Central,Office Supplies,Binders,OFF-BI-10004738,3,0.4,9.6,-0.40000000000000036,2023,7
2005,2006,2022-03-08,Standard Class,Corporate,United States,Columbia,Missouri,65203,Central,Office Supplies,Art,OFF-AR-10000034,7,1.5,28.5,-1.5,2022,3
2006,2007,2023-11-05,Standard Class,Corporate,United States,Columbia,Missouri,65203,Central,Technology,Accessories,TEC-AC-10000290,7,2.5,47.5,7.5,2023,11
2007,2008,2023-10-16,First Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Bookcases,FUR-BO-10003034,2,7.2,172.8,22.80000000000001,2023,10
2008,2009,2023-12-19,Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Art,OFF-AR-10001315,3,0.0,0.0,0.0,2023,12
2009,2010,2023-03-10,Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Appliances,OFF-AP-10002118,2,6.6,323.4,53.39999999999998,2023,3
2010,2011,2022-07-10,Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Paper,OFF-PA-10002137,4,0.4,19.6,-0.3999999999999986,2022,7
2011,2012,2022-06-16,Same Day,Consumer,United States,Houston,Texas,77041,Central,Technology,Accessories,TEC-AC-10001606,2,6.4,153.6,3.5999999999999943,2022,6
2012,2013,2023-03-12,Same Day,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Storage,OFF-ST-10000943,3,1.5,48.5,-1.5,2023,3
2013,2014,2022-08-10,Standard Class,Consumer,United States,Auburn,Alabama,36830,South,Furniture,Chairs,FUR-CH-10001854,1,10.5,339.5,49.5,2022,8
2014,2015,2023-09-25,Standard Class,Consumer,United States,Auburn,Alabama,36830,South,Office Supplies,Paper,OFF-PA-10000533,2,0.4,9.6,-0.40000000000000036,2023,9
2015,2016,2023-09-06,Standard Class,Consumer,United States,Auburn,Alabama,36830,South,Office Supplies,Storage,OFF-ST-10003716,4,36.0,864.0,44.0,2023,9
2016,2017,2023-01-17,Standard Class,Consumer,United States,San Bernardino,California,92404,West,Office Supplies,Binders,OFF-BI-10000088,2,0.8,19.2,-0.8000000000000007,2023,1
2017,2018,2022-05-05,Standard Class,Consumer,United States,San Bernardino,California,92404,West,Office Supplies,Labels,OFF-LA-10000240,2,0.3,9.7,-0.3000000000000007,2022,5
2018,2019,2023-02-04,Standard Class,Consumer,United States,San Bernardino,California,92404,West,Office Supplies,Supplies,OFF-SU-10001165,4,0.6,29.4,9.399999999999999,2023,2
2019,2020,2023-04-17,Standard Class,Consumer,United States,San Bernardino,California,92404,West,Office Supplies,Paper,OFF-PA-10002749,6,1.6,38.4,8.399999999999999,2023,4
2020,2021,2023-07-04,First Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Storage,OFF-ST-10001490,9,32.2,1577.8,147.79999999999995,2023,7
2021,2022,2023-06-26,First Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper,OFF-PA-10002377,3,1.0,19.0,-1.0,2023,6
2022,2023,2023-11-01,First Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Binders,OFF-BI-10004826,3,1.0,49.0,-1.0,2023,11
2023,2024,2022-12-23,First Class,Home Office,United States,Providence,Rhode Island,2908,East,Furniture,Chairs,FUR-CH-10004675,4,43.5,826.5,126.5,2022,12
2024,2025,2022-07-22,Second Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Binders,OFF-BI-10002867,5,7.2,232.8,32.80000000000001,2022,7
2025,2026,2023-12-11,First Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Bookcases,FUR-BO-10004409,2,2.8,137.2,27.19999999999999,2023,12
2026,2027,2022-02-28,Second Class,Home Office,United States,Lancaster,California,93534,West,Office Supplies,Binders,OFF-BI-10002225,2,0.6,29.4,-0.6000000000000014,2022,2
2027,2028,2023-02-01,Second Class,Home Office,United States,Lancaster,California,93534,West,Office Supplies,Binders,OFF-BI-10001989,4,2.1,67.9,7.900000000000006,2023,2
2028,2029,2023-02-20,Standard Class,Corporate,United States,Leominster,Massachusetts,1453,East,Office Supplies,Binders,OFF-BI-10000343,3,0.4,9.6,-0.40000000000000036,2023,2
2029,2030,2023-05-12,Standard Class,Corporate,United States,Leominster,Massachusetts,1453,East,Office Supplies,Storage,OFF-ST-10001172,5,3.0,97.0,7.0,2023,5
2030,2031,2023-04-09,Standard Class,Corporate,United States,Leominster,Massachusetts,1453,East,Office Supplies,Binders,OFF-BI-10003707,4,1.8,58.2,-1.7999999999999972,2023,4
2031,2032,2023-10-05,Standard Class,Corporate,United States,Leominster,Massachusetts,1453,East,Office Supplies,Paper,OFF-PA-10001274,3,0.2,9.8,-0.1999999999999993,2023,10
2032,2033,2022-07-19,Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Office Supplies,Paper,OFF-PA-10002250,2,0.4,9.6,-0.40000000000000036,2022,7
2033,2034,2023-11-24,Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Office Supplies,Art,OFF-AR-10000475,1,0.5,9.5,-0.5,2023,11
2034,2035,2022-06-14,Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Binders,OFF-BI-10002976,2,0.3,9.7,-0.3000000000000007,2022,6
2035,2036,2023-01-27,Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central,Furniture,Chairs,FUR-CH-10003061,3,13.5,256.5,6.5,2023,1
2036,2037,2022-06-12,Standard Class,Home Office,United States,Bozeman,Montana,59715,West,Office Supplies,Paper,OFF-PA-10002893,3,0.9,29.1,9.100000000000001,2022,6
2037,2038,2022-12-12,Standard Class,Home Office,United States,Bozeman,Montana,59715,West,Office Supplies,Labels,OFF-LA-10003077,2,0.3,9.7,-0.3000000000000007,2022,12
2038,2039,2022-12-01,Standard Class,Home Office,United States,Peoria,Arizona,85345,West,Office Supplies,Paper,OFF-PA-10001661,3,0.3,9.7,-0.3000000000000007,2022,12
2039,2040,2023-12-26,Standard Class,Home Office,United States,Peoria,Arizona,85345,West,Office Supplies,Binders,OFF-BI-10004656,7,0.0,0.0,0.0,2023,12
2040,2041,2023-11-02,Standard Class,Home Office,United States,Peoria,Arizona,85345,West,Office Supplies,Binders,OFF-BI-10003707,2,0.4,9.6,-0.40000000000000036,2023,11
2041,2042,2023-08-04,Standard Class,Home Office,United States,Peoria,Arizona,85345,West,Furniture,Furnishings,FUR-FU-10004973,5,4.0,76.0,6.0,2023,8
2042,2043,2023-09-13,Standard Class,Corporate,United States,San Diego,California,92105,West,Office Supplies,Binders,OFF-BI-10004817,6,1.2,58.8,8.799999999999997,2023,9
2043,2044,2023-06-25,Standard Class,Corporate,United States,Lakewood,Ohio,44107,East,Office Supplies,Art,OFF-AR-10001860,7,1.2,38.8,-1.2000000000000028,2023,6
2044,2045,2023-02-12,Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Paper,OFF-PA-10001639,3,0.8,19.2,-0.8000000000000007,2023,2
2045,2046,2023-10-19,Standard Class,Corporate,United States,Perth Amboy,New Jersey,8861,East,Office Supplies,Appliances,OFF-AP-10004487,2,6.4,153.6,23.599999999999994,2023,10
2046,2047,2023-12-12,Standard Class,Corporate,United States,Perth Amboy,New Jersey,8861,East,Technology,Phones,TEC-PH-10001760,3,24.0,576.0,76.0,2023,12
2047,2048,2023-06-10,Standard Class,Corporate,United States,Perth Amboy,New Jersey,8861,East,Office Supplies,Paper,OFF-PA-10004071,1,2.4,57.6,7.600000000000001,2023,6
2048,2049,2022-02-12,First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,FUR-FU-10004848,7,5.8,284.2,54.19999999999999,2022,2
2049,2050,2023-02-07,First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,OFF-BI-10004022,3,0.0,0.0,0.0,2023,2
2050,2051,2023-05-13,First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,OFF-BI-10003669,4,0.4,9.6,-0.40000000000000036,2023,5
2051,2052,2022-12-31,First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,FUR-CH-10003833,8,13.6,326.4,46.39999999999998,2022,12
2052,2053,2023-12-12,First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,OFF-AR-10003732,5,0.3,9.7,-0.3000000000000007,2023,12
2053,2054,2022-01-30,First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,FUR-FU-10003142,6,1.5,28.5,-1.5,2022,1
2054,2055,2022-03-19,Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Furniture,Furnishings,FUR-FU-10001196,3,0.8,19.2,-0.8000000000000007,2022,3
2055,2056,2022-03-03,First Class,Consumer,United States,Detroit,Michigan,48227,Central,Technology,Accessories,TEC-AC-10001114,5,8.0,192.0,22.0,2022,3
2056,2057,2023-09-03,First Class,Consumer,United States,Detroit,Michigan,48227,Central,Furniture,Chairs,FUR-CH-10002335,7,47.7,1542.3,32.299999999999955,2023,9
2057,2058,2023-04-12,First Class,Consumer,United States,Detroit,Michigan,48227,Central,Technology,Accessories,TEC-AC-10000844,1,3.2,76.8,16.799999999999997,2023,4
2058,2059,2023-12-22,First Class,Consumer,United States,Detroit,Michigan,48227,Central,Furniture,Tables,FUR-TA-10004534,2,16.4,393.6,23.600000000000023,2023,12
2059,2060,2022-05-06,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Fasteners,OFF-FA-10002975,3,0.3,9.7,-0.3000000000000007,2022,5
2060,2061,2022-05-02,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Storage,OFF-ST-10003996,5,4.0,76.0,6.0,2022,5
2061,2062,2022-01-22,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Binders,OFF-BI-10002571,2,0.4,19.6,-0.3999999999999986,2022,1
2062,2063,2023-01-17,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Paper,OFF-PA-10000477,13,3.0,57.0,7.0,2023,1
2063,2064,2023-11-22,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Binders,OFF-BI-10004209,3,1.0,19.0,-1.0,2023,11
2064,2065,2022-03-31,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Storage,OFF-ST-10001963,4,12.3,397.7,37.69999999999999,2022,3
2065,2066,2022-01-02,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Chairs,FUR-CH-10003833,3,3.0,147.0,17.0,2022,1
2066,2067,2022-05-04,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Technology,Accessories,TEC-AC-10004568,9,7.5,242.5,32.5,2022,5
2067,2068,2022-09-01,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Art,OFF-AR-10001419,3,0.3,9.7,-0.3000000000000007,2022,9
2068,2069,2023-06-11,Standard Class,Consumer,United States,Pomona,California,91767,West,Technology,Accessories,TEC-AC-10002800,4,8.0,192.0,2.0,2023,6
2069,2070,2023-09-09,Standard Class,Consumer,United States,Pomona,California,91767,West,Furniture,Tables,FUR-TA-10003954,3,21.3,688.7,108.70000000000005,2023,9
2070,2071,2022-07-02,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,OFF-BI-10000301,1,0.0,0.0,0.0,2022,7
2071,2072,2023-02-12,Standard Class,Consumer,United States,Ontario,California,91761,West,Furniture,Chairs,FUR-CH-10003956,5,11.2,268.8,28.80000000000001,2023,2
2072,2073,2023-04-04,Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10002954,2,0.5,9.5,-0.5,2023,4
2073,2074,2022-04-25,Second Class,Home Office,United States,Brentwood,California,94513,West,Technology,Accessories,TEC-AC-10003289,3,1.2,58.8,8.799999999999997,2022,4
2074,2075,2023-10-02,Second Class,Home Office,United States,Brentwood,California,94513,West,Technology,Phones,TEC-PH-10002468,7,15.2,744.8,104.79999999999995,2023,10
2075,2076,2023-09-15,Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,FUR-FU-10001861,3,1.8,58.2,8.200000000000003,2023,9
2076,2077,2023-01-04,First Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Paper,OFF-PA-10004082,5,1.6,38.4,-1.6000000000000014,2023,1
2077,2078,2023-07-18,First Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Appliances,OFF-AP-10000358,7,2.7,87.3,7.299999999999997,2023,7
2078,2079,2023-04-07,First Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Paper,OFF-PA-10004243,5,3.6,86.4,16.400000000000006,2023,4
2079,2080,2023-01-19,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Paper,OFF-PA-10001295,7,4.4,105.6,5.599999999999994,2023,1
2080,2081,2023-10-25,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Technology,Phones,TEC-PH-10002170,2,2.2,107.8,7.799999999999997,2023,10
2081,2082,2022-08-05,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Furniture,Furnishings,FUR-FU-10002885,2,0.3,9.7,-0.3000000000000007,2022,8
2082,2083,2022-03-17,Standard Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Paper,OFF-PA-10002870,6,1.6,38.4,-1.6000000000000014,2022,3
2083,2084,2023-02-22,Standard Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Labels,OFF-LA-10003923,2,0.4,19.6,-0.3999999999999986,2023,2
2084,2085,2023-09-12,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels,OFF-LA-10003510,4,4.8,115.2,5.200000000000003,2023,9
2085,2086,2023-12-28,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels,OFF-LA-10000248,5,0.8,19.2,-0.8000000000000007,2023,12
2086,2087,2022-07-09,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,OFF-ST-10000060,5,16.0,304.0,34.0,2022,7
2087,2088,2023-11-16,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,OFF-PA-10003129,3,6.0,144.0,4.0,2023,11
2088,2089,2022-04-27,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Fasteners,OFF-FA-10004076,2,0.0,0.0,0.0,2022,4
2089,2090,2023-02-12,Standard Class,Corporate,United States,Rancho Cucamonga,California,91730,West,Office Supplies,Labels,OFF-LA-10004008,2,0.2,9.8,-0.1999999999999993,2023,2
2090,2091,2022-10-31,Standard Class,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Binders,OFF-BI-10004094,3,1.2,28.8,-1.1999999999999993,2022,10
2091,2092,2023-09-21,Standard Class,Consumer,United States,Wilmington,Delaware,19805,East,Furniture,Tables,FUR-TA-10004607,3,6.2,303.8,53.80000000000001,2023,9
2092,2093,2022-06-09,Standard Class,Home Office,United States,Moorhead,Minnesota,56560,Central,Furniture,Chairs,FUR-CH-10004289,5,14.4,465.6,35.60000000000002,2022,6
2093,2094,2022-06-27,Second Class,Consumer,United States,Farmington,New Mexico,87401,West,Office Supplies,Supplies,OFF-SU-10004498,1,0.3,9.7,-0.3000000000000007,2022,6
2094,2095,2023-08-08,Standard Class,Consumer,United States,Wilmington,North Carolina,28403,South,Office Supplies,Art,OFF-AR-10001177,5,0.3,9.7,-0.3000000000000007,2023,8
2095,2096,2023-10-25,Standard Class,Home Office,United States,Jackson,Mississippi,39212,South,Office Supplies,Binders,OFF-BI-10001718,8,25.5,484.5,14.5,2023,10
2096,2097,2022-11-28,Standard Class,Home Office,United States,Jackson,Mississippi,39212,South,Office Supplies,Art,OFF-AR-10004602,4,3.6,86.4,6.400000000000006,2022,11
2097,2098,2022-04-26,Standard Class,Home Office,United States,Jackson,Mississippi,39212,South,Office Supplies,Art,OFF-AR-10003856,3,0.2,9.8,-0.1999999999999993,2022,4
2098,2099,2023-04-02,Standard Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Storage,OFF-ST-10000649,3,1.2,38.8,-1.2000000000000028,2023,4
2099,2100,2023-08-30,Standard Class,Consumer,United States,Portland,Oregon,97206,West,Technology,Accessories,TEC-AC-10002926,7,8.4,271.6,31.600000000000023,2023,8
2100,2101,2022-03-03,Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Storage,OFF-ST-10000078,3,12.8,627.2,107.20000000000005,2022,3
2101,2102,2022-11-21,Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Art,OFF-AR-10001044,4,2.4,77.6,-2.4000000000000057,2022,11
2102,2103,2022-09-04,Same Day,Home Office,United States,Tucson,Arizona,85705,West,Furniture,Chairs,FUR-CH-10002372,4,7.8,252.2,32.19999999999999,2022,9
2103,2104,2023-10-23,Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,OFF-PA-10000357,4,11.0,209.0,29.0,2023,10
2104,2105,2023-12-26,Second Class,Corporate,United States,New York City,New York,10009,East,Technology,Accessories,TEC-AC-10001266,2,0.9,29.1,-0.8999999999999986,2023,12
2105,2106,2022-07-01,Standard Class,Consumer,United States,Boynton Beach,Florida,33437,South,Office Supplies,Paper,OFF-PA-10004888,3,0.4,19.6,-0.3999999999999986,2022,7
2106,2107,2022-11-30,Same Day,Corporate,United States,Mesquite,Texas,75150,Central,Office Supplies,Binders,OFF-BI-10003460,1,0.0,0.0,0.0,2022,11
2107,2108,2022-03-02,Same Day,Consumer,United States,Redlands,California,92374,West,Office Supplies,Paper,OFF-PA-10000157,1,0.8,19.2,-0.8000000000000007,2022,3
2108,2109,2022-12-09,Same Day,Consumer,United States,Redlands,California,92374,West,Office Supplies,Binders,OFF-BI-10004519,3,12.0,388.0,48.0,2022,12
2109,2110,2022-05-08,Same Day,Consumer,United States,Redlands,California,92374,West,Office Supplies,Art,OFF-AR-10004272,3,0.2,9.8,-0.1999999999999993,2022,5
2110,2111,2023-07-25,Same Day,Consumer,United States,Redlands,California,92374,West,Office Supplies,Fasteners,OFF-FA-10000585,5,0.4,19.6,-0.3999999999999986,2023,7
2111,2112,2022-09-09,Same Day,Consumer,United States,Redlands,California,92374,West,Furniture,Chairs,FUR-CH-10004218,4,6.4,313.6,13.600000000000023,2022,9
2112,2113,2022-11-13,Same Day,Consumer,United States,Redlands,California,92374,West,Office Supplies,Supplies,OFF-SU-10004231,3,1.2,28.8,8.8,2022,11
2113,2114,2022-11-14,Same Day,Consumer,United States,Redlands,California,92374,West,Technology,Phones,TEC-PH-10001578,4,39.0,1261.0,171.0,2022,11
2114,2115,2023-06-19,Same Day,Consumer,United States,Redlands,California,92374,West,Office Supplies,Storage,OFF-ST-10003638,2,2.0,48.0,-2.0,2023,6
2115,2116,2023-10-03,Same Day,Consumer,United States,Redlands,California,92374,West,Furniture,Bookcases,FUR-BO-10002213,1,8.6,421.4,51.39999999999998,2023,10
2116,2117,2022-09-18,Second Class,Consumer,United States,Rochester,New York,14609,East,Furniture,Tables,FUR-TA-10001307,1,6.3,203.7,23.69999999999999,2022,9
2117,2118,2023-11-24,Standard Class,Consumer,United States,Stockton,California,95207,West,Office Supplies,Paper,OFF-PA-10002222,7,6.4,153.6,13.599999999999994,2023,11
2118,2119,2023-06-12,First Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Paper,OFF-PA-10002479,1,0.5,9.5,-0.5,2023,6
2119,2120,2023-04-06,First Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10003091,5,27.0,873.0,13.0,2023,4
2120,2121,2023-09-20,Standard Class,Consumer,United States,Ormond Beach,Florida,32174,South,Office Supplies,Binders,OFF-BI-10000145,3,0.0,0.0,0.0,2023,9
2121,2122,2022-02-04,First Class,Corporate,United States,Sunnyvale,California,94086,West,Furniture,Chairs,FUR-CH-10003061,3,11.0,209.0,19.0,2022,2
2122,2123,2023-12-16,Second Class,Home Office,United States,Lansing,Michigan,48911,Central,Furniture,Bookcases,FUR-BO-10001972,2,7.2,232.8,42.80000000000001,2023,12
2123,2124,2022-09-29,Second Class,Home Office,United States,Lansing,Michigan,48911,Central,Office Supplies,Labels,OFF-LA-10000134,9,0.6,29.4,-0.6000000000000014,2022,9
2124,2125,2023-08-08,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Envelopes,OFF-EN-10003040,5,3.0,97.0,17.0,2023,8
2125,2126,2022-08-09,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,TEC-PH-10000923,7,1.8,58.2,8.200000000000003,2022,8
2126,2127,2023-02-04,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,TEC-AC-10000158,3,2.7,87.3,7.299999999999997,2023,2
2127,2128,2023-11-13,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,FUR-FU-10003623,3,1.8,58.2,8.200000000000003,2023,11
2128,2129,2022-10-06,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,OFF-PA-10001293,4,0.8,19.2,-0.8000000000000007,2022,10
2129,2130,2023-06-03,Second Class,Corporate,United States,Dover,New Hampshire,3820,East,Office Supplies,Appliances,OFF-AP-10000124,4,0.6,29.4,9.399999999999999,2023,6
2130,2131,2023-02-16,Second Class,Corporate,United States,Dover,New Hampshire,3820,East,Office Supplies,Art,OFF-AR-10004511,9,1.2,38.8,8.799999999999997,2023,2
2131,2132,2022-03-24,Second Class,Corporate,United States,Dover,New Hampshire,3820,East,Furniture,Furnishings,FUR-FU-10000076,7,7.0,133.0,13.0,2022,3
2132,2133,2023-10-04,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,OFF-PA-10003883,3,0.6,19.4,-0.6000000000000014,2023,10
2133,2134,2022-02-02,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,OFF-BI-10003656,3,3.0,147.0,27.0,2022,2
2134,2135,2023-01-13,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Fasteners,OFF-FA-10000053,7,0.5,9.5,-0.5,2023,1
2135,2136,2023-11-09,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,TEC-PH-10002807,4,2.7,87.3,7.299999999999997,2023,11
2136,2137,2023-03-05,Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Furniture,Furnishings,FUR-FU-10002364,5,0.4,9.6,-0.40000000000000036,2023,3
2137,2138,2022-06-29,Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Binders,OFF-BI-10002954,4,0.0,0.0,0.0,2022,6
2138,2139,2023-08-11,Same Day,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,OFF-PA-10004092,3,7.5,142.5,2.5,2023,8
2139,2140,2023-07-29,Standard Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Binders,OFF-BI-10003982,9,4.5,145.5,25.5,2023,7
2140,2141,2023-11-06,Standard Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Supplies,OFF-SU-10001664,2,0.4,19.6,-0.3999999999999986,2023,11
